symbol	GSM1526572	GSM1526573	GSM1526574	GSM1526575	GSM1526576	GSM1526577	GSM1526578	GSM1526579	GSM1526580	GSM1526581
APOBEC3F	6.1459777377	7.0177600838	7.1873568767	6.8677985548	6.9153189481	6.8592051311	6.983002887	7.0547520832	6.6213437002	6.8820484375
APOBEC3G	5.9323657515	6.5230438191	6.7853098368	6.6766960696	6.6775064011	6.5165521358	6.7415176365	6.6597187369	6.5896974349	7.07446814
APOBEC3H	5.5812381807	4.3635883167	4.3625461529	4.5736296228	5.3098140101	4.3071136182	3.9821790514	4.3338659254	4.3491222522	4.3704970231
APOBEC4	3.4173855183	2.8606815307	2.7375384619	3.0719946017	3.621612628	2.911427641	3.027177974	3.2029865501	3.6343954362	3.3302657909
APOC1P1	4.6266771731	4.1778749539	3.9384362733	3.6952109476	3.8585335668	3.828306235	3.7622734049	3.3101784013	3.2978561792	3.8013450358
APOC2	6.1765936225	5.0401512349	5.2852054846	4.91160756	5.1662348549	5.2133091162	4.7561586216	4.6558286025	6.0115419004	5.1239846658
APOC3	6.8204597594	4.722891108	4.8119607942	5.3550485781	5.2235491909	5.2162739615	4.5744168836	4.688685231	5.8645929104	5.0697269974
APOC4	7.5674905097	6.0469656843	6.2428017443	6.4079832549	6.8886831215	6.1714634378	5.6840677154	6.192044857	7.0169660292	6.2905853723
APOD	4.6914692269	4.022798847	3.9047762881	4.0155113084	3.9961116787	3.7439685108	3.5297757547	3.7701112658	4.387598209	3.808490301
APOE	7.5189955606	5.8606539649	6.0469656843	6.3532591323	6.8404740956	5.986898474	5.780237643	6.0340306429	7.4581651116	6.2840648966
APOF	3.8003771038	3.0673009615	3.2753427294	3.2841342372	3.0958847983	3.4238465981	3.1155161947	3.1423954861	3.5466940059	3.155886351
APOH	2.9732368504	2.7974004351	2.8981181751	3.0159894443	2.9616629467	2.6763963619	2.9404160675	2.8726905875	2.7732191663	2.8931331864
APOL1	5.0326679786	5.8753410636	5.6642087027	5.6685481815	4.9980849317	5.5770987803	6.1691446204	5.8182164027	5.5470114623	5.5260489193
APOL2	5.4872004721	5.5385875334	5.4264005254	5.478513366	5.1708993855	5.4551603582	5.6633804901	5.8046675793	5.8544899558	5.5817371916
APOL3	5.9472156709	6.8605111808	6.664489581	6.87945734	6.6975282357	6.5054206507	7.1274369948	7.0599119907	6.9875983173	7.0238479759
APOL4	5.4699797818	5.439907917	5.276091906	5.4547121717	5.1128027717	5.0717412097	5.7000872467	5.5291980614	5.7290670075	5.1677946794
APOL5	6.0133198628	5.4309411397	5.4948667989	5.7047180349	6.036917359	5.5905261775	5.4865402046	5.4106571698	6.0254467566	5.290554694
APOL6	5.9978778817	7.5358401959	7.2879206709	7.2879206709	6.9195817829	6.6883924629	7.3335276124	7.7186658519	7.2392538368	6.8594077128
APOLD1	6.9992461491	4.9550715625	5.2657565792	5.7294651214	5.5140258591	5.3314910236	5.0046210157	5.1403298178	5.8291351153	5.8128745771
APOM	5.4359375927	4.7636953768	4.6347825224	5.0006600701	4.9500113303	4.798001618	4.6581422506	4.8131269248	5.2067645061	4.9459548535
APOO	3.9920049972	5.4362532409	5.5560291097	5.4973126141	4.8014761698	5.6788946855	6.0124327668	5.5851199233	4.2889938867	5.4341250896
APOOL	6.633235378	7.0199830022	7.6645937266	6.7191618626	6.0644792435	7.7328666236	7.4395208927	6.6539911239	6.1894339025	6.8482718566
APP	10.111357709	10.1628766785	10.2404639371	9.5878904075	7.9352533228	10.3259618	10.0100183845	9.7535361074	9.8271447471	9.5683408783
APPBP2	4.750202995	6.5750888408	6.6734743528	6.5736425556	5.9844509642	6.3637921855	6.9566063812	6.8566665117	5.6582091437	6.6473094507
APPL1	5.6836471626	7.543065908	7.7247972351	7.388312842	7.0379577853	7.3292593003	7.3025863991	7.2896354594	5.6024424578	7.1707301751
APPL2	6.6163444092	7.1673805236	7.3505148354	7.1660008759	7.8081581365	7.1010250926	6.9695558581	7.4023062617	7.2423266959	7.4971791416
APRT	9.0017992607	7.2066461355	7.1057851421	7.6069426332	8.3308497141	7.5681069171	7.4805087593	7.353097168	8.3728205294	7.7645484652
APTX	5.4630227923	5.6630951522	5.8127434838	5.6237696342	5.6020461127	5.7795858519	5.7993603602	5.951226886	5.8024114999	6.0377084989
AQP1	5.9407938858	5.3952674074	5.3429991627	5.3852028017	5.7121083546	5.2931624236	5.1405818849	4.9502750991	6.0536888792	5.5294213928
AQP10	6.5031395051	5.1829529209	6.7498204564	5.3644268781	5.1983136958	5.6863053364	5.755049247	5.7323316829	5.8279360367	4.9633885893
AQP11	3.7258438709	3.5632940424	4.0155113084	3.8290972908	4.1274449433	4.0693447709	3.4479817507	3.6701791694	3.8646821042	3.5473947442
AQP2	5.9460325443	5.1036017971	4.8591042405	5.3461954578	5.6376238749	4.9917289487	5.0675935913	5.0080463695	5.963774743	5.0873844931
AQP3	5.7249417763	5.2222583575	5.2944019457	5.2320435344	7.9410199797	5.2143775722	4.9980849317	4.8895997788	5.8449928099	6.5732579449
AQP4	3.6960418494	3.2420532209	3.336314115	3.3998786877	3.3872343484	3.2269986182	3.0544051711	3.3328643802	3.6864888778	3.2493831087
AQP5	6.6263015809	5.6847034239	5.701501435	5.7142772601	5.8681144069	5.574344734	5.2876108643	5.4826244942	6.2340924094	5.7475632111
AQP6	6.4630575323	5.2440283383	5.4072679295	5.6860751242	5.8419919007	5.3672788542	5.0954380234	5.2210026422	6.2556010969	5.4501664025
AQP7	7.4211375806	6.4132224285	6.5607127661	6.6192634775	6.6766960696	6.2714722077	6.2473007586	6.4742501548	7.8038607855	6.3836650841
AQP8	5.954766647	5.1944545713	5.21105117	5.4166825334	5.6187379963	5.0966202869	4.823803338	5.0977768532	6.1996947658	5.153303955
AQP9	8.0090669906	8.6262574483	7.9335608931	8.8266564024	4.7857876047	9.9927912141	9.0564854614	9.3130245863	6.7318300057	8.3319207495
AQPEP	3.3429562523	3.2116326514	3.223485034	3.2488382843	3.2262508947	3.1892278231	3.1127775543	3.2067132208	3.447482882	3.1634714048
AQR	5.1544323443	7.2174311772	7.3204263305	7.4780551331	7.2190566881	7.1773267376	7.299770294	7.5551399312	6.9823470066	7.428066439
AR	4.9702288062	4.9797211048	5.2963540542	4.6645393543	4.3547321828	5.111499188	4.7984553449	4.4483110374	4.7096709627	4.4476771441
ARAF	9.2079588703	8.5424685503	8.4359188025	8.6168262521	9.100333894	8.6942594972	8.8129848603	8.6990356057	9.3297837569	8.8790767047
ARAP1	8.6627739839	8.4715609903	8.602607825	8.5908990749	8.7671595242	8.4670130858	8.108897039	9.0678850578	8.9547792231	8.8434649835
ARAP2	4.7019232449	6.0557153769	7.0507663819	6.0539495196	6.2837826377	6.0238825301	6.1007252146	6.2744092792	4.9342603639	6.2618408043
ARAP3	6.8416264606	6.9439884636	6.7731505853	6.9512746597	6.1621226924	6.780521567	6.7641172416	7.1490078972	6.7901342644	6.707148752
ARCN1	6.739016164	7.6941443734	7.8167519483	7.9858604911	7.2741896113	7.8428450964	8.1337908159	8.1210483243	8.0144972435	8.1474892302
AREG	5.469593298	4.5231446961	4.4445320325	4.5734278413	4.5170207123	5.4635780552	4.6285203452	4.4396051292	4.756746469	4.5904260758
ARF1	11.059050389	10.668228518	11.027523624	10.478512393	9.7351558649	11.041962525	10.911562785	10.625714535	10.736254299	10.6640319
ARF3	10.2288681732	9.4576750863	9.4832559686	9.4483509341	8.6249668677	9.5051358997	9.5683408783	9.3559844856	9.5555921178	9.3666464464
ARF4	8.9402419114	8.9857693548	8.7381754499	8.5060743762	7.3829012058	8.7078240691	8.7690012258	8.36375580105	7.4121311429	7.9676011393
ARF5	8.6835289866	8.2010562196	8.1234460053	8.0641233012	8.0599033392	8.4075960607	8.499856801	8.1093771373	8.0410908551	8.2324729445
ARF6	9.2263064606	8.9325451773	8.988101097	9.1108414006	8.8865361405	9.3008457975	9.2897444188	9.0736523057	9.6615444094	9.3754297574
ARFGAP1	7.7244694738	7.0191623358	7.0054088768	7.1908697818	7.75737779	7.1049999103	7.1039575767	7.2046039957	7.7212232531	7.1422774962
ARFGAP2	6.7507007897	7.1946701933	7.1678743252	7.3477755045	7.5496299202	7.1417423322	7.2736530245	7.4432242418	7.5097946614	7.2190566881
ARFGAP3	5.3355870215	6.4775658368	6.6839814516	6.6058244952	5.8745129548	6.9280639395	6.8400265873	6.851111904	6.1973774	6.5520295144
ARFGEF1	5.8042211667	7.6897078424	7.9046382024	7.946400697	7.8814544824	7.6091344269	7.6167830237	8.0863150072	7.165435658	7.9595347986
ARFGEF2	5.9291018037	7.1389865721	7.2544087962	7.28524388	7.3361397351	7.0507663819	6.9651496115	7.4030593305	7.2993140902	7.3426445608
ARFIP1	4.8917318258	7.0300494988	7.0430804365	6.7501949565	4.830053191	6.2213771078	7.1212416807	7.0690931594	4.9222856364	6.2137293656
ARFIP2	6.0899818431	6.4496500894	6.1877186202	6.5395548044	6.7089466304	6.3470081796	6.5736425556	6.6240381407	6.4860929348	6.6071246977
ARFRP1	7.9487038529	6.7628491002	6.9474058295	7.1356650538	7.8285632893	6.9195817829	6.7923889369	6.8150569842	7.8695314323	6.9158401731
ARG1	3.4061310078	3.4382620319	3.2674473174	3.8699200932	3.4344352562	3.4246199258	4.0723847641	3.3087273417	3.1929818682	3.3250898087
ARG2	5.2408411599	6.7223870014	7.5391761112	4.8877405725	4.5505377706	6.7108944913	6.4381247773	5.4088143484	5.3065015796	4.9391950001
ARGLU1	6.8101094502	8.1043145716	8.1813076103	8.2865038085	9.1313765608	8.2960179514	8.4072460739	8.6995337855	7.7546597325	8.7371547936
ARHGAP1	8.8730680879	9.0481169784	9.1024297033	9.2378678865	9.0301451326	9.1758055829	9.2663023742	9.1994521444	9.5230625431	9.3107447304
ARHGAP10	5.1216398055	5.9558099146	5.9813391762	5.2371498766	4.9866450719	5.906545233	5.8379837385	5.3233699552	4.7284331976	5.2317474321
ARHGAP11A	3.3085644872	3.9554055649	3.9808718855	3.6837545065	3.621375954	3.8847963951	4.2567875696	4.0281861814	3.4172152854	3.6523581358
ARHGAP12	4.9093766345	6.2008111618	6.0236218273	5.5234083548	6.2855020025	5.9397797366	5.9657046632	6.3039337106	5.4076045327	6.4291666724
ARHGAP15	5.8249922746	7.9690540903	7.8652394901	7.5759366116	8.9899222394	7.90774963	7.7078052949	7.5569819167	6.3030082998	7.9967631787
ARHGAP17	6.9531598604	7.8328222744	7.8291442667	7.9493259576	7.5909952254	7.7364778315	7.7127039186	7.8402235039	8.066300307	7.8967905814
ARHGAP18	7.0712660977	8.7469278265	9.0066899551	6.9485063174	5.2607819922	8.3433025603	7.9298212655	7.2780178593	5.7979823621	6.1136003032
ARHGAP19	4.7560098834	6.4377343691	6.5783594436	6.69337120375	5.5606035728	6.7082846971	6.68332152205	6.9978805092	5.92098561675	6.74395770935
ARHGAP20	3.9951432201	3.4177725846	3.5678592971	3.5017710289	3.521331251	3.4743794515	3.3837513085	3.3620194891	3.5640335192	3.4305299102
ARHGAP21	9.1108414006	9.534513561	9.9038561075	8.4604534503	6.0658313788	9.8066727371	9.2954517406	8.8403121375	8.6066008656	7.7970898996
ARHGAP22	5.0246608281	5.0670008321	5.1202296759	5.1769166304	4.9360622965	5.2206813845	5.2650512624	5.1245586509	4.9641194414	5.1940190601
ARHGAP24	5.9146116758	6.9593499016	6.4058025009	6.7551843444	5.286495264	6.9422236953	6.8974584576	6.9816485725	5.5777813806	6.4825272964
ARHGAP25	7.2056894051	8.1852749894	8.066300307	8.2172894072	8.5367886791	7.7763389042	8.1772291465	8.1495073087	7.2639300268	8.6177150507
ARHGAP26	8.5608597865	9.5708598842	9.1630595085	9.5630787082	8.5524382906	9.1735545795	9.1165980951	9.6747847638	8.5068421683	9.2356580984
ARHGAP27	7.6986856226	7.5281764977	7.6817661898	7.6264505986	7.6383971451	7.4825811128	7.5928094366	7.946400697	8.2565861518	7.8414361678
ARHGAP28	3.2322589414	3.0362707987	3.0552748892	3.0244766094	2.9578499914	3.0789649771	3.0290637242	2.9381942696	3.0835506884	3.0757213707
ARHGAP29	3.2388002824	3.5837337126	3.7980128947	3.4377832147	3.1366079142	3.4728413629	3.79478242	3.7684836509	3.2307048416	3.6639296795
ARHGAP30	8.0230593628	8.3222173173	8.2827588684	8.353780196	8.6749727395	8.0591659229	8.2172894072	8.3693440851	8.3114347669	8.8599456058
ARHGAP32	5.9553263355	6.7631721662	7.2591482814	6.3920636817	5.5415966057	6.8015462276	6.5544392803	6.5188666513	6.437902918	5.974987383
ARHGAP33	7.0169660292	5.7662876889	5.8065500914	5.9937642	6.4187684553	6.0674683502	5.474954124	5.7235266742	6.6367169789	5.8124167628
ARHGAP36	4.1198374084	3.7109223051	3.6695922835	3.7670979552	3.9563215845	3.8222593018	3.7079417255	3.621375954	4.1651358851	3.6546870342
ARHGAP4	8.4547944214	8.0227149728	8.3197053357	8.1744913425	9.2991233784	8.2158013902	7.9871205909	8.3461697595	9.1076577648	8.5379645855
ARHGAP42	3.124698693	2.9836469158	2.7136365513	2.7576480929	3.0624309585	2.9177248468	3.0286145032	2.5144257824	2.9056390748	2.7066010848
ARHGAP44	5.1228174199	4.4963017527	4.5970034316	4.5741836916	4.5828686846	4.565141218	4.4887666138	4.4731849179	4.8619855907	4.4943294808
ARHGAP5	5.3633612832	6.5275057609	6.6992951798	5.9294745329	6.1465966506	6.4344250921	6.2682309595	6.3446032148	5.7223758286	6.0275176684
ARHGAP6	7.2756813862	7.2805941856	7.6131120902	6.3604014093	6.0740506221	7.3914023449	6.8086906756	6.5672940874	6.6951771445	5.7298331968
ARHGAP9	8.1152651262	7.4017544612	7.6802786778	7.8212222791	8.2604935198	7.6657128532	7.9647296389	8.1666314746	8.4025157586	8.200600376
ARHGDIA	9.3198274611	7.1254400923	6.6847887083	7.2416134138	7.6163328766	7.1045761109	7.3508172252	6.4443864846	8.3974656381	7.2609107102
ARHGDIB	9.9512771268	10.871363104	11.642829194	11.085443573	10.705903032	11.263517743	10.909009983	11.104780753	10.733944704	11.19141284
ARHGDIG	7.1115874359	5.8731023447	6.0134634041	5.9939253156	6.3976220266	5.7748711906	5.5862926774	5.8518660248	6.4086213465	5.9130560085
ARHGEF1	8.3790018173	8.0440636588	8.2371857256	8.0891500856	9.9010895872	8.0993253037	8.0230593628	8.4017257086	8.5937698883	8.6888655833
ARHGEF10	5.02671527565	4.35009871915	4.51716040195	4.56890276605	5.8623497516	4.28542236775	4.30328537005	4.5059985377	4.84091467315	4.42655276335
ARHGEF10L	7.4626596923	6.9271256707	6.6948746043	7.0238479759	6.7471369478	6.466986182	6.724571628	6.8089851542	7.3068858738	6.8452365203
ARHGEF11	7.4285590992	7.7626420412	7.4128613359	7.6697365823	6.7856459248	7.5135383696	7.6315323345	7.6663265722	7.1962127079	7.4711296227
ARHGEF12	6.867265014	7.7531566232	8.7648684901	6.0202762398	5.402823191	8.0530310169	7.492214993	7.0643124035	5.7864878744	5.9240506126
ARHGEF15	7.3942262353	5.9577565961	5.945806775	6.2097616504	6.6178370584	6.1488475583	5.7529499566	5.9984243376	7.0391805711	5.9964808604
ARHGEF16	6.6346045057	5.7327280582	5.4714310432	5.6808264617	6.0270186349	5.3276433986	5.4356706638	5.4921374947	6.3216963005	5.7422283198
ARHGEF17	6.0701716613	5.079889712	5.344639108	5.4816627507	5.5959143403	5.3644268781	5.1901589568	5.2194867009	6.1791142171	5.1597932921
ARHGEF18	7.7959190548	7.1698493149	7.3237666845	7.2792857402	8.7761602934	7.2371860374	7.0886787329	7.377519547	7.7575900627	7.9487038529
ARHGEF19	6.0787304813	5.7256980857	5.4816627507	5.724206814	5.8199933929	5.5147324836	5.6689300987	5.4828580237	5.8909463999	5.6163636333
ARHGEF2	8.1263218906	8.1883096849	8.1372172224	8.23529827	8.3799856525	7.851493172	8.0295216887	8.281600497	8.1679405453	8.3067212566
ARHGEF25	5.3270997386	4.5890225107	4.655351774	4.8149778854	4.9535655916	4.708480774	4.6080721888	4.6301978881	5.1102738656	4.6224613819
ARHGEF26	3.4583154657	3.3705655452	3.198542518	3.3099658983	3.347286885	3.3564943884	3.3034919689	3.1656559433	3.4580709811	3.2996877813
ARHGEF3	7.1453007712	8.0015258539	7.5517599515	7.6355981893	8.2781219127	7.0670433133	7.5212114684	7.6091344269	6.9714742239	8.0050012754
ARHGEF35	2.9278273677	2.9320260829	2.8814301549	2.9772766223	3.4481530406	2.8973508999	2.6277065782	3.0575436766	2.7608595129	3.1656559433
ARHGEF37	5.3337018583	4.3288681407	4.2374856285	4.5078277757	4.2471537238	4.150421346	4.1035630412	4.1569461502	4.7193155724	4.6062420302
ARHGEF38	2.9546399235	3.0941758572	3.0667480544	3.3090700992	2.8316273865	3.0226103871	3.0727624866	2.8958184309	3.4607115917	3.1060236213
ARHGEF4	5.4808383834	5.0105567798	4.8391637802	4.9720316958	5.2734607134	4.9446450132	4.7552743937	4.8788651443	5.6435584941	4.9045488394
ARHGEF40	6.8287953696	6.9931828289	6.5578958381	6.9500094534	6.3590670276	6.9901699546	6.9458910033	7.4873992422	7.0666622802	6.8605111808
ARHGEF5	6.0737719558	4.6715779589	4.2365244429	4.9775514013	5.3619926114	4.6790668509	4.678324617	4.6818148546	5.2985585676	4.7694616323
ARHGEF6	6.5058847891	8.3095313661	8.2808379894	8.5204697428	8.3197053357	8.4469221694	8.2748994743	8.8629415707	8.0136247465	8.5445677475
ARHGEF7	6.9825705534	7.2163651411	7.357073669	7.3795858237	7.644340376	7.291228142	7.2870728878	7.3584727447	7.3318836785	7.5713374433
ARID1A	8.4203123276	8.5800944991	8.2384939581	8.4699982086	8.6879369332	8.2964785902	8.1775942377	8.5401556822	8.2971446229	8.6601819354
ARID1B	6.2576363682	7.3970545598	7.2531215197	7.1386953286	7.9850644485	7.2392538368	7.0964272558	7.1696327097	6.7571532718	7.4664817237
ARID3A	7.6558542664	7.3508172252	7.2038388862	7.3663004117	7.6239443113	7.3548182576	7.1442387273	7.3076693577	7.8994037804	7.2785118141
ARID3B	5.5930226838	6.2857665516	6.1664096449	6.1356312575	6.0814151624	6.2263584229	6.1988981489	6.2160151429	5.6628248014	6.1398305168
ARID4A	4.2489363084	6.3442521832	6.5955785964	6.4571635768	5.6156769645	6.5914713602	6.5525733731	6.9947976253	5.1045698844	6.5236771524
ARID4B	4.1800621358	6.3175009334	6.3013643935	5.9801936866	5.9784813837	6.2972480142	6.1495919777	6.280553299	4.5712760958	5.9976208979
ARID5A	8.0126564003	7.1706525074	6.80804992485	7.04921944365	7.3290836441	7.3193529834	7.25193558135	6.92593140295	7.20530317215	6.87394707355
ARIH1	7.0026875985	8.3807343032	8.6559024523	8.6273049013	8.3259782009	8.5608597865	8.4699982086	8.7742676041	8.4009539883	8.8872818708
ARIH2	6.523958994	7.5305965593	7.5770565831	7.4751211801	7.8876742045	7.2163651411	7.4257953307	7.3383956346	6.5975131222	7.7087467184
ARL1	4.5388630453	5.5278081056	5.9482089363	5.5991479116	5.301805092	5.8434999281	5.9368332601	5.7533140783	4.9881107727	5.8496376974
ARL10	6.8449324056	5.6501044036	5.3081341669	5.6624932036	6.3990395093	5.5489768791	5.6445550016	5.5200030215	6.205049619	5.8053117063
ARL11	6.2209909444	6.5202631934	6.2449505991	6.5042819632	4.6874593915	6.3013643935	6.7870704846	6.6289847668	6.7295609727	6.2758261872
ARL13B	5.1326754646	5.1826118992	5.0879536843	5.1186760041	4.9048641218	5.1286872296	5.375074129	5.0886999523	4.9290360216	5.0404376143
ARL14	3.0907115452	2.7724534933	2.7643301412	3.0066481557	2.6802039955	3.045126566	2.9000201964	2.7169490602	3.27553679	2.7188707735
ARL15	5.8537248797	7.7340147296	8.0066374169	6.3415220689	5.7457127666	7.0195024299	7.3864283207	6.3332025456	4.5484539373	6.3733044382
ARL17A	5.1873613573	8.2442409064	8.4337663091	7.8434241326	8.5165077638	8.7247504574	8.8901057899	9.0266338682	8.2706272428	8.2837542453
ARL2BP	7.3245341581	7.8918041227	7.5220907066	8.2997561869	7.2967310509	8.4233517096	8.6675279158	8.2134394351	8.1240318909	8.037389577
ARL3	4.0266405885	4.6854778573	4.500263698	5.1509437795	4.0706565041	4.4715066966	4.7286327036	4.9402597556	4.3730049285	4.4410762019
ARL4A	6.7823419796	6.5908892388	6.0509185013	7.0196302345	6.3464209287	6.6144408031	6.6982573537	6.3883424361	6.4854958084	6.2158015507
ARL4C	6.8035132433	6.1440101441	6.1436238233	6.4452330057	8.6357694904	7.3363303799	6.5407284539	6.2652860589	6.0156354554	7.5595067121
ARL4D	4.7456458384	4.8834320472	4.8996975567	4.9002174587	4.8975609626	4.8254601935	5.0487393504	4.9658679957	5.0315673155	4.8258084711
ARL5B	7.9667123278	8.7966528581	8.0574483469	8.0286473956	7.6874348015	9.5708598842	8.9115547917	7.9686846404	7.6538466539	7.7485240534
ARL6	3.1182280266	3.5542712951	3.4846415372	3.4755355095	3.6003386953	3.3585534477	3.7739147175	3.308214836	3.2366083733	3.4509423161
ARL6IP1	9.5488347049	9.876648216	10.0408230635	9.9678023509	9.7229280756	10.541421372	10.292903609	9.8471182992	10.292903609	10.2242333954
ARL6IP4	8.9098745711	8.4681053244	8.2874771476	8.7150481259	8.7002040247	8.5085409606	8.83743825	8.5598571772	9.2954517406	8.8855248571
ARL6IP5	10.1619094427	10.957174373	11.172378571	10.454407738	9.6019133015	10.88143921	11.019924012	10.342879645	10.0060856795	10.294060408
ARL6IP6	6.1933322483	7.5150255145	7.2613475962	6.8287953696	6.2849949247	7.0167190122	7.1309804558	6.9870310008	5.794019412	7.1176194985
ARL8A	8.4861440565	8.5322536685	8.2456829421	8.5432433153	8.0608311954	8.6828510783	8.5483473561	8.3579033443	8.1156775221	8.6168262521
ARL8B	6.4086213465	8.0217499417	7.91552383	7.7863354627	5.9037968409	7.7936689551	7.831709482	7.5913549982	6.5056197709	7.1336206055
ARL9	4.1534491794	4.006138409	3.8946905014	4.1424798354	3.9181698039	4.1817018359	4.0813139508	3.9366214178	4.6539444674	4.0283893686
ARMC1	5.0051279822	5.8799247931	5.6897672789	6.0293203601	5.5939568867	5.7808534931	5.9292911515	6.2290176684	5.2177895286	5.8086335484
ARMC10	6.8868413315	6.9198945937	6.7191618626	7.2967310509	7.0241335533	6.9193577448	6.9462205235	6.9603511625	6.6297213672	7.0621161682
ARMC2	4.2014068679	4.3840289826	4.2331195228	4.355183479	4.2312933179	4.156672733	4.2778972838	4.4322377213	3.9545394212	4.2617458077
ARMC3	3.832726797	4.9804902019	6.0542636148	3.6292753621	3.4580709811	5.0857442716	4.7471661824	4.1179760103	3.5278841075	3.3699320522
ARMC4	3.1725021223	2.7830528286	3.0216469864	2.991627573	3.1114590252	2.9066574943	2.8573482316	2.9563506257	3.5521350147	2.9817048722
ARMC5	7.5212114684	5.9328445684	5.8742766424	6.0427036555	6.2744092792	6.4893188433	5.7130233312	5.7905691587	6.8270690315	5.7687515997
ARMC6	6.9053719393	6.1902378985	6.1834769266	6.3530273858	6.6141917512	6.5502153204	6.5498864122	6.3780442738	7.2114092507	6.5914713602
ARMC7	6.3233675034	6.4413039239	6.1900450574	6.1007252146	6.5277532558	6.0614231438	6.2808271915	6.253443126	6.9362716127	6.2279779157
ARMC8	6.4797307671	7.841975086	8.2201248768	7.4426630777	7.1598742109	7.7810882142	7.6501973982	7.4624305932	6.4344250921	7.5181327046
ARMC9	4.2003817648	3.8799342604	3.6086043986	3.7537154877	4.0800033837	3.6599122756	3.713849456	3.6526816881	3.9304523271	3.7560642417
ARMCX1	5.6229030618	4.8623957957	4.9102212943	5.2660617536	4.7810554683	5.0740934314	4.9627842562	4.8941543113	5.4402939	4.8630997258
ARMCX2	4.7642570434	4.2800748062	4.3704970231	4.4638664707	4.6039070854	4.4208199051	4.2813395735	4.1867639372	4.5707012645	4.3781461848
ARMCX3	6.0090574738	6.7582816046	7.1370361022	6.1066901422	5.5996889886	6.8779050356	6.6406928822	6.4009600918	6.1099441866	5.8733158665
ARMCX4	3.9408518853	3.9238258099	4.1062138091	3.9628134899	3.9853717654	4.1747973341	3.8676419583	3.9850270022	3.9705350443	4.2061810191
ARMCX5	4.2924562697	4.8696103302	4.8889658452	4.7144811754	4.481449841	4.8438640986	5.2634354105	4.9258415641	4.7164995005	4.7917769129
ARMCX6	8.2798005867	7.4452766807	7.713996032	7.4206763392	7.4073865126	7.4275676016	7.6397931843	7.334523412	7.5371344284	7.0695950465
ARNT	7.870735971	8.6806398664	8.4203123276	8.6920384033	7.7867801423	8.6032556781	8.7469278265	8.7326611428	7.8119702527	8.4136367487
ARNT2	5.4991197765	4.5631151328	4.6914692269	4.9468350613	5.1199313582	4.8007544733	4.5046238943	4.6311370397	5.2731902317	4.6992265321
ARNTL	5.4673847947	7.1880383368	7.1866977791	7.0210406884	7.3657397727	7.2403495623	7.2114092507	7.4076518051	6.5970563033	7.5423169323
ARNTL2	3.3265407112	3.4144064712	3.5443746294	3.5132266949	3.3995645919	3.5162881037	3.4589213247	3.4963719509	3.3646509331	3.346297333
ARPC1A	5.5641146084	4.234001209	4.8681335999	4.3072719082	4.6939441732	5.440839154	6.0444072701	4.7391121408	5.5172697143	5.8178510084
ARPC1B	11.370027705	11.436268352	11.312679085	11.174875849	10.2385419745	11.53782172	11.839693765	11.016281597	11.122058475	11.071545113
ARPC2	10.911562785	11.403042338	11.260586457	11.299168574	10.668228518	11.577300803	11.527402292	11.25502814	10.6640319	11.176862316
ARPC5	9.469787152	8.70324966	9.079518755	8.7957855549	8.4453544271	8.7381754499	8.8613492911	8.5165077638	8.9609822689	8.6682967453
ARPC5L	4.0902229388	4.7866017486	4.7303271582	4.6016931168	4.7068772921	4.8163796833	5.1171170798	4.8966663185	4.5860139304	5.1277643462
ARPM1	5.3901084042	3.9923338647	4.1633921438	4.5803152507	4.273909333	4.0223338551	4.145095424	3.9111391908	4.9420009067	4.2786529909
ARPP19	6.2623663593	7.6794368248	8.3360493458	7.620904929	6.9661313267	8.2233381911	7.8172929471	7.9364936886	6.5870670495	7.3663004117
ARPP21	3.4593653235	3.4771447255	3.3661517655	3.4222241884	3.5558175939	3.4583154657	3.4068658509	3.5288359037	3.4846415372	3.5315328158
ARR3	4.3510177637	3.7226917889	3.8214119058	3.9093088454	3.8182915154	3.8003771038	3.4546034046	3.7394990952	4.2697280978	3.8646821042
ARRB1	10.0127736705	10.278405906	10.5476739	10.278405906	9.1772607277	10.1732634984	10.329633285	10.429748956	10.438746819	10.2419373938
ARRB2	10.0243006912	10.1812340283	10.1449755368	10.344520318	10.0947972828	10.2049211854	10.1889203651	10.708310339	10.476444369	10.39929825
ARRDC1	8.6770689217	8.2499890449	8.3300358572	8.4136367487	8.4332053721	8.4926299834	8.5749049189	8.5463235309	8.9115547917	8.3244175047
ARRDC2	7.7035875153	7.4200421236	7.5629341203	7.5028267867	8.4635324919	7.4708848342	7.3842746931	7.4801810619	8.2253640997	7.7946552048
ARRDC3	6.3873255606	8.6835289866	8.5315673004	8.1315053599	7.3744797483	8.2884994329	8.0641233012	8.028123759	6.4475741128	8.1597826241
ARRDC4	8.5343710934	7.1896270458	6.8683160016	7.3933510403	7.4182572776	7.3550892613	7.0584995848	7.1735791427	8.2183322701	7.0020851252
ARSA	7.9264248307	7.3874299996	7.3795858237	7.1579861467	8.0410908551	7.3738455567	7.3023496085	7.3103522168	8.0348915383	7.6333242002
ARSB	7.1940584361	7.4473875844	7.0605521317	7.5741480143	5.6852613347	7.6101217219	7.6937757958	7.5187269373	6.629589269	6.8376529236
ARSD	7.9499282419	7.6768921952	7.2358384161	7.9205523358	7.4995996589	7.6854278628	7.4576866201	7.6923033962	8.3963194468	7.6049758559
